,User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher
9948,78834,1860465382,9,Long John Silver: The True and Eventful History of My Life of Liberty and Adventure As a Gentleman of Fortune and Enemy to Mankind,Bjorn Larsson,2000,Harvill Press
9949,78834,0590457837,10,"More Spaghetti, I Say! (Hello Reader, Level 2)",Rita Golden Gelman,1993,Scholastic
9950,78834,0811826880,8,Up to No Good: The Rascally Things Boys Do,Kitty Harmon,2000,Chronicle Books
9951,78834,0385314280,10,When Elephants Weep: The Emotional Lives of Animals,Jeffrey Moussaieff Masson,1996,Delta
9952,78834,0786817070,7,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids
9953,78834,014028009X,7,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books
9954,78834,076791404X,8,She's Not There : A Life in Two Genders,JENNIFER FINNEY BOYLAN,2003,Broadway
9955,78834,043935806X,10,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic
9956,78834,042513699X,8,Turtle Moon,Alice Hoffman,1993,Berkley Publishing Group
9957,78834,031242227X,7,Running with Scissors: A Memoir,Augusten Burroughs,2003,Picador USA
9958,78834,0805062971,10,Fight Club,Chuck Palahniuk,1999,Owl Books
9959,78834,0316777730,6,Naked,David Sedaris,1998,Back Bay Books
9960,78834,0399501487,10,Lord of the Flies,William Gerald Golding,1959,Perigee Trade
9961,78834,0375760911,8,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books
9962,78834,0140268863,10,The Odyssey,Robert Fagles,1999,Penguin USA (Paper)
9963,78834,0399145990,10,The River King,Alice Hoffman,2000,Putnam Publishing Group
9964,78834,0399140557,10,Practical Magic,Alice Hoffman,1995,Putnam Pub Group
9965,78834,0142000221,10,Cause Celeb,Helen Fielding,2002,Penguin Books
9966,78834,0590634275,10,Captain Underpants and the Attack of the Talking Toilets: Another Epic Novel (Captain Underpants (Paper)),Dav Pilkey,1999,Scholastic
9967,214244,3426615177,8,NachttrÃ?Â¼mmer.,Matthias Triebel,2000,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co."
9968,214244,3257056109,8,Das Parfum. Die Geschichte eines MÃ?Â¶rders.,Patrick SÃ?Â¼skind,2002,Diogenes
9969,195322,0312970927,9,The Green River Trail : The Trail Drive Series #13 (The Trail Drive),Ralph Compton,1999,St. Martin's Paperbacks
9970,195322,0931969417,8,Rainbow Trial/2 Audio Cassettes,Zane Grey,1988,Book Of The Road
9971,177346,1564408957,7,Short Nature Walks on Long Island (Nature Walks Series),Rodney Albright,1996,Globe Pequot Pr
9972,235069,3404921054,9,FÃ?Â¼nfzehn Meter nach links.,Antti Tuuri,2002,LÃ?Â¼bbe
9973,157127,076534517X,9,Thieves' World: Turning Points (Thieves' World),Lynn Abbey,2003,Tor Books
9974,131317,0812516214,10,Dreams Underfoot,Charles De Lint,1995,Tor Books
9975,174916,0373031467,5,"Never Doubt My Love (Harlequin Romance, No 3146)",Katherine Arthur,1991,Harlequin
9976,141269,1853260916,9,To the Lighthouse,Virginia Woolf,1999,Lb May &amp; Assoc Inc
9977,233398,0934426880,7,Bringing books to the Ozarks: A Branson adventure,Kathleen Van Buskirk,1998,Taneyhills Community Library
9978,233726,0006168663,9,Triple Factor,Owen Sela,1984,HarperCollins Publishers
9979,140000,0192838628,8,The Forsyte Saga (Oxford World's Classics),John Galsworthy,1999,Oxford University Press
9980,140000,0811812308,9,Griffin &amp; Sabine: The Complete Postcards,Nick Bantock,1995,Chronicle Books
9981,140000,0312966970,9,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks
9982,140000,0060519134,5,Savannah Blues,Mary Kay Andrews,2003,Perennial
9983,140000,1400031346,10,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,2002,Anchor (UK)
9984,140000,0312990456,9,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks
9985,140000,0671027573,8,Mr. Perfect,Linda Howard,2001,Pocket Star
9986,140000,0375707972,7,The Reader,Bernhard Schlink,1999,Vintage Books USA
9987,140000,0671028375,9,Fatal Voyage,Kathy Reichs,2002,Pocket
9988,140000,0060934417,9,Bel Canto: A Novel,Ann Patchett,2002,Perennial
9989,140000,0446603716,7,Hide &amp; Seek,James Patterson,1996,Warner Books
9990,140000,0684195984,7,FROM POTTER'S FIELD,Patricia Cornwell,1995,Scribner
9991,140000,0345436911,5,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,Ballantine Books
9992,140000,000649840X,6,Angelas Ashes,Frank Mccourt,0,Harpercollins Uk
9993,140000,0375703845,7,Glamorama (Vintage Contemporaries (Paperback)),Bret Easton Ellis,2000,Vintage Books USA
9994,70192,0061099570,5,The Crown of Columbus,Louise Erdrich,1992,Harper Mass Market Paperbacks
9995,134467,0441001130,6,M'Lady Witch,Christopher Stasheff,1994,Ace Books
9996,134467,0380805421,5,Smart Vs. Pretty,Valerie Frankel,2000,Avon Trade
9997,96107,0380715899,8,A Soldier of the Great War,Mark Helprin,1992,Avon Books
9998,75914,0689829043,8,Where's That Cat?,Eve Merriam,2000,Margaret K. McElderry
9999,262355,0140282734,9,A Portrait of the Artist as a Young Man (Essential.penguin S.),James Joyce,2000,Penguin Books Ltd
10000,195486,0957716540,7,How to Lose Friends &amp; Infuriate People: Leadership in the Networked World,J. Nader,2000,Plutonium Press
10001,273858,0937064777,8,Spring Thunder: Awaken the Hibernating Power of Life,Hua-Ching Ni,1996,Seven Star Communications
10002,85297,031285630X,8,Relic,Douglas Preston,1995,St Martins Pr
10003,251467,0152050698,10,Cinderella Skeleton,Robert D. San Souci,2004,Voyager Books
10004,24778,188691026X,9,Crusade in Jeans,Thea Beckman,2003,Front Street
10005,244627,0345311809,10,Shibumi,Trevanian,1990,Ballantine Books
10006,244627,0312977409,8,House of Dreams,Brenda Joyce,2001,St. Martin's Paperbacks
10007,244627,0743411250,10,The Woman Next Door,Barbara Delinsky,2002,Pocket
10008,244627,0345384350,8,Icebound,Dean R. Koontz,1995,Ballantine Books
10009,244627,0425163407,10,Unnatural Exposure,Patricia Daniels Cornwell,1998,Berkley Publishing Group
10010,244627,0515133876,8,Narcissus in Chains (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2002,Jove Books
10011,244627,0671002481,9,The First Wives Club Movie Tie In,Olivia Goldsmith,1996,Pocket
10012,244627,0440226430,10,Summer Sisters,Judy Blume,1999,Dell Publishing Company
10013,244627,0060502258,10,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch
10014,244627,0671742558,10,Almost Heaven,Judith McNaught,1991,Pocket
10015,244627,0380731851,10,Mystic River,Dennis Lehane,2002,HarperTorch
10016,244627,0451208765,10,Sleep No More,Greg Iles,2003,Signet Book
10017,244627,0345409973,10,The Cobra Event,Richard Preston,1998,Ballantine Books
10018,244627,0553289411,3,The Plains of Passage (Earth's Children (Paperback)),JEAN M. AUEL,1991,Bantam
10019,162738,0671781383,10,Man's Search for Meaning: An Introduction to Logotheraphy,Victor E. Frankl,1971,Pocket
10020,162738,0679439382,9,The Little Friend,Donna Tartt,2002,Alfred A. Knopf
10021,162738,0451200152,8,The Town,Bentley Little,2000,Signet Book
10022,162738,0446531332,6,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books
10023,162738,0804114609,8,Patty Jane's House of Curl,Lorna Landvik,1999,Ivy Books
10024,162738,0451190491,10,The Two Dead Girls (Green Mile Series),Stephen King,1996,Signet Book
10025,162738,0156027321,9,Life of Pi,Yann Martel,2003,Harvest Books
10026,162738,0425169863,9,Point of Origin,Patricia Daniels Cornwell,1999,Berkley Publishing Group
10027,162738,0140293248,6,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books
10028,162738,0375703764,6,House of Leaves,Mark Z. Danielewski,2000,Pantheon Books
10029,162738,0553279556,8,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1989,Bantam
10030,162738,0140481389,10,The Crucible: A Play in Four Acts (Penguin Plays),Arthur Miller,1976,Penguin Books
10031,162738,0440984696,9,Tiger Eyes,Judy Blume,1982,Laure Leaf
10032,73224,0671657186,8,The Secret House: 24 Hours in the Strange and Unexpected World in Which We Spend Our Nights and Days,David Bodanis,1988,Simon &amp; Schuster
10033,200596,2266075829,7,Lila Dit Ca,Chimo,0,Pocket
10034,192101,2070373673,9,Clair De Femme,Romain Gary,0,Gallimard French
10035,153513,0374521964,7,Liberty and Power : The Politics of Jacksonian America (American Century Series),Harry Watson,1990,Noonday Press
10036,77747,0679411267,6,The End of the Pier,Martha Grimes,1992,Random House Inc
10037,250568,0345376048,9,The Feast of All Saints,Anne Rice,1992,Ballantine Books
10038,267664,0671892673,8,PLACE WHERE THE SEA REMEMBERS,Sandra Benitez,1995,Touchstone
10039,17003,0060085894,10,Frida : A Biography of Frida Kahlo,Hayden Herrera,2002,Perennial
10040,17003,0805022961,7,Working Men: Stories,Michael Dorris,1993,Henry Holt &amp; Co
10041,17003,0517576988,10,Backlash: The Undeclared War Against American Women,Susan Faludi,1991,Random House Inc
10042,17003,0671649728,10,MOVING BEYOND WORDS,Gloria Steinem,1994,Simon &amp; Schuster
10043,17003,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
10044,17003,0804106304,8,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12)
10045,17003,055334949X,10,Even Cowgirls Get the Blues,Tom Robbins,1990,Bantam
10046,17003,1573225541,8,Going Down,Jennifer Belle,1996,Riverhead Books
10047,200398,0435986457,5,Miguel Street (Caribbean Writers Ser.),V. S. Naipaul,1974,Heinemann
10048,32362,0440226287,8,Death Pays the Rose Rent: A Tori Miracle Mystery,Valerie S. Malmont,1998,Bantam Doubleday Dell Publishing Group
10049,44893,0020381301,7,CO. AYTCH,Paul Watkins,1985,Scribner
10050,44893,0679751203,7,Vamps and Tramps: New Essays,Camille Paglia,1994,Vintage Books USA
10051,44893,0684867621,7,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner
10052,44893,0446675059,8,The Honk and Holler Opening Soon,Billie Letts,1999,Warner Books
10053,44893,0316779423,7,Barrel Fever : Stories and Essays (Barrel Fever),David Sedaris,1995,Back Bay Books
10054,44893,0142000205,8,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books
10055,44893,1573225517,8,High Fidelity,Nick Hornby,1996,Riverhead Books
10056,44893,0142004278,6,Big Fish,Daniel Wallace,2003,Penguin USA (Paper)
10057,44893,0061014591,6,The Terrible Hours,Peter Maas,2000,HarperTorch
10058,44893,067168390X,9,Lonesome Dove,Larry McMurtry,1988,Pocket
10059,44893,156584100X,6,Lies My Teacher Told Me: Everything Your History Textbook Got Wrong,James W. Loewen,1995,New Press
10060,44893,0446391301,8,Geek Love,Katherine Dunn,1993,Warner Books
10061,44893,0060557540,8,The Known World,Edward P. Jones,2003,Amistad
10062,254377,0425181820,8,The Body on the Beach,Simon Brett,2001,Berkley Publishing Group
10063,217106,0452269210,5,"Excuses, Excuses: A Compendium of Rationalizations, Alibis, Denials, Extenuating Circumstances, and Outright Lies",Leigh W. Rutledte,1992,Penguin USA
10064,217106,0738205001,6,The Pilates Workout Journal: An Exercise Diary and Conditioning Guide,Mari Winsor,2001,Perseus Publishing
10065,217106,0809228661,8,Designing Tessellations : The Secrets of Interlocking Patterns,Jinny  Beyer,1999,McGraw-Hill/Contemporary Books
10066,217106,0340149906,8,Daily celebration; devotional readings for every day of the year,William Barclay,1973,Word Books
10067,217106,015676248X,8,Reflections on the Psalms (Harvest Book),C. S. Lewis,1964,Harvest Books
10068,217106,1580174108,8,The Herbalist's Garden: A Guided Tour of 10 Exceptional Herb Gardens : The People Who Grow Them and the Plants That Inspire Them,Shatoiya De LA Tour,2001,Storey Books
10069,217106,0821215965,8,Ansel Adams: An Autobiography,Ansel Adams Publishing Rights Trust,1985,Bulfinch
10070,127134,1550501593,7,Defying Gravity,Jennifer Webber,2000,Fitzhenry &amp; Whiteside Ltd
10071,266948,0312169299,8,Canapes for the Kitties,Marian Babson,1997,St Martins Pr
10072,66071,1591298520,10,Sinking Sam,Sally D. Forbes,2002,Publishamerica
10073,203621,0393034275,6,"The Word of a Woman: Feminist Dispatches, 1968-1992",Robin Morgan,1994,W W Norton &amp; Co Inc
10074,173486,0060014091,8,Blindsided : Lifting a Life Above Illness: A Reluctant Memoir,Richard Cohen,2004,HarperCollins
10075,225812,1573221376,7,The Cigarette Girl: A Novel,Carol Wolper,1999,Putnam Pub Group
10076,237334,0684169401,10,NICK ADAMS STORIES,Ernest Hemingway,1981,Scribner
10077,40617,0671641778,8,Firebrand,Marion Zimmer Bradley,1987,Simon &amp; Schuster
10078,162297,0044422857,3,Great Interviews of the Twentieth Century (A Susan Haynes Book),John Clarke,1990,Allen &amp; Unwin (Australia) Pty Ltd
10079,11225,0935300007,8,The Psychology of Winning (Cassette),Denis Waitley,1979,Simon &amp; Schuster (A)
10080,220278,0385143567,10,Popular Folk Tales,Jacob Grimm,1978,Random House Childrens Books
10081,11788,0553144286,8,Lord Valentine's castle,Robert Silverberg,1981,Bantam Books
10082,115815,0060932201,6,Hitler's Niece : A Novel,Ron Hansen,2000,Perennial
10083,260183,0439443369,8,Wish List,Eoin Colfer,2004,Scholastic Inc.
10084,260183,1550224743,7,Bad Date: The Lost Girls of Vancouver's Low Track,Trevor Greene,2001,ECW Press
10085,260183,044651862X,10,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,Warner Books
10086,260183,0440111498,9,Cat's Cradle,Kurt Vonnegut,1997,Dell Publishing Company
10087,260183,0440414806,9,Holes (Yearling Newbery),LOUIS SACHAR,2000,Yearling
10088,260183,1563898586,8,"The League of Extraordinary Gentlemen, Vol. 1",Alan Moore,2002,DC Comics
10089,260183,0441005489,10,"Redwall (Redwall, Book 1)",Brian Jacques,1998,Ace Books
10090,260183,0140186522,9,Heart of Darkness: With the Congo Diary (Penguin Twentieth-Century Classics),Joseph Conrad,1995,Penguin Books
10091,260183,0553208845,10,Siddhartha,Hermann Hesse,1981,Bantam Classics
10092,226362,0399132759,10,Hammer,Armand Hammer,1987,Putnam Pub Group
10093,59189,0451201574,5,White Mist (White Quartet),Jaclyn Reding,2000,Signet Book
10094,81303,0373225938,5,"Outsider'S Redemption (Texas Confidential) (Harlequin Intrigue, No 593)",Joanna Wayne,2000,Harlequin
10095,3251,8807810778,8,Il bar sotto il mare (Universale economica Feltrinelli),Stefano Benni,1989,Feltrinelli
10096,57447,8807810778,6,Il bar sotto il mare (Universale economica Feltrinelli),Stefano Benni,1989,Feltrinelli
10097,175510,3442355907,8,Lasst Knochen Sprechen,Kathy Reichs,2002,Distribooks
10098,274637,0380730774,6,Read This and Tell Me What It Says : Stories (Bard Book),A. Manette Ansay,1998,William Morrow
10099,194957,3442354161,3,Raphaels gute Tat.,Catherine Salton,2002,Goldmann
10100,36709,0451171810,6,The Dark Half,Stephen King,1994,Signet
10101,188855,0451458354,6,The Glasswrights' Progress (Roc Fantasy),Mindy L. Klasky,2001,Roc
10102,23653,1586481398,9,"Waging Modern War: Bosnia, Kosovo, and the Future of Combat",Wesley K. Clark,2002,Public Affairs Press (NY)
10103,23653,0345391683,8,"Jerusalem: One City, Three Faiths",Karen Armstrong,1997,Ballantine Books
10104,225379,0201354454,3,"Director 7 Demystified: The Official Guide to Macromedia Director, Lingo and Shockwave (Demystified)",Jason Roberts,1999,Macromedia Press
10105,225379,0380789035,8,American Gods,Neil Gaiman,2002,HarperTorch
10106,225379,0671729411,7,Flowers In The Attic (Dollanganger),V.C. Andrews,1990,Pocket
10107,225379,0380015390,9,Satanic Bible,Anton Szandor Lavey,1976,Avon
10108,225379,0156439611,10,If on a Winter's Night a Traveler,Italo Calvino,1982,Harvest Books
10109,142978,006105903X,5,Moonseed,Stephen Baxter,1999,Eos
10110,247639,0553253247,8,Dark Canyon,Louis L'Amour,1991,Bantam Books
10111,127084,0886778034,10,"Owlsight (Valdemar: Darian's Tale, Book 2)",Mercedes Lackey,1999,Daw Books
10112,40415,0876054254,8,The Adoption Option: Choosing and Raising the Shelter Dog for You,Eliza Rubenstein,1996,John Wiley &amp; Sons Inc
10113,40415,0451191145,10,Atlas Shrugged,Ayn Rand,1996,Signet Book
10114,40415,0060083948,2,Tishomingo Blues,Elmore Leonard,2002,HarperTorch
10115,40415,044661162X,5,Chasing the Dime,Michael Connelly,2003,Warner Books
10116,40415,0446611921,3,The Millionaires,Brad Meltzer,2002,Warner Vision
10117,40415,0060934913,10,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,2001,Ecco
10118,40415,0446358592,8,By the Rivers of Babylon,Nelson DeMille,1990,Warner Books
10119,273783,0312965966,9,Denial (Frank Clevenger),Keith Ablow,1998,St. Martin's Paperbacks
10120,48213,0788749749,7,Blood Lure,Nevada Barr,2001,Recorded Books
10121,237912,0449125459,8,Empty Copper Sea,John D. MacDonald,1979,Fawcett Books
10122,233392,0440078288,8,Shabono,Florinda Donner,1982,Delacorte Press
10123,222054,0752846361,8,The Good Web Site Guide 2003,Graham Edmonds,2002,Trafalgar Square
10124,222054,0753501589,7,Pierce Brosnan: The New Unauthorised Biography,York Membery,1997,Client Distribution Services
10125,89891,8403594739,9,La vida desnuda: Una mirada apasionada sobre nuestro mundo (El viaje interior),Rosa Montero,1994,El Pais/Aguilar
10126,2442,8806155873,8,Un Giorno Dopo L'altro,Carlo Lucarelli,2000,Einaudi
10127,273113,0679401350,5,Damage,Josephine Hart,1991,Random House Inc
10128,273113,0515136379,5,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books
10129,273113,0671737805,5,Gentle Warrior,Julie Garwood,1990,Pocket
10130,273113,051512317X,5,Rising Tides,Nora Roberts,2001,Jove Books
10131,273113,0515094773,5,Vows,LaVyrle Spencer,1996,Jove Books
10132,273113,051513628X,5,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books
10133,273113,0671744216,5,The Secret,Julie Garwood,1992,Pocket
10134,273113,0446527785,5,A Bend in the Road,Nicholas Sparks,2001,Warner Books
10135,273113,0515119202,5,Daring to Dream,Nora Roberts,1996,Jove Books
10136,273113,0515118230,5,Home Song,Lavyrle Spencer,1995,Jove Books
10137,273113,0515126772,5,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books
10138,273113,0515120006,5,Holding the Dream (Dream Trilogy),Nora Roberts,2001,Jove Books
10139,273113,0553285785,5,Public Secrets,Nora Roberts,1990,Bantam
10140,273113,0425183181,5,A Little Magic,Nora Roberts,2002,Berkley Publishing Group
10141,273113,0515114693,5,Born in Fire,Nora Roberts,1994,Jove Books
10142,273113,0380808072,5,First Lady,Susan Elizabeth Phillips,2000,Avon
10143,273113,0373484224,5,Stanislaski Brothers (Silhouette Promo),Nora Roberts,2000,Silhouette
10144,273113,0373834284,5,Rebellion,Nora Roberts,1999,Harlequin
10145,273113,050552354X,5,Dark Desire (Paranormal Romance),Christine Feehan,1999,Love Spell
10146,273113,0373218400,5,Table For Two,Nora Roberts,2002,Silhouette
10147,273113,0553583956,5,Safe Harbor,Luanne Rice,2003,Bantam Books
10148,105374,0933944047,8,Fup,Jim Dodge,1987,City Miner Books
10149,105374,0446532231,10,"Dude, Where's My Country?",Michael Moore,2003,Warner Books
10150,189272,0500202419,10,"Women, Art, and Society (World of Art)",Whitney Chadwick,1990,W W Norton &amp; Co Inc
10151,17180,0140018603,10,The Razor's Edge,W. Somerset Maugham,1992,Penguin USA (Paper)
10152,81611,0310239826,10,Joni-Movie,Joe Musser,1980,Zondervan Publishing Company
10153,81611,0394856392,7,The Berenstain Bears and the Messy Room (A First Time Book),Stan Berenstain,1983,Random House Children's Books
10154,81611,0841620318,10,Insight Map Paris: Fleximap Plus Travel Information (Insight Map Series),American Map Publishing,1999,Langenscheidt Publishers
10155,85679,1580050719,8,The Big Rumpus: A Mother's Tale from the Trenches,Ayun Halliday,2002,Seal Press (WA)
10156,125481,3404144740,7,Beste Autofahrergeschichten.,Ephraim Kishon,2001,LÃ?Â¼bbe
10157,92853,1861972032,9,Father! Father! Burning Bright: A Story,Alan Bennett,2000,Renouf Pub Co Ltd
10158,92853,0285636464,10,Ewe Too Can Be Happy,Jutta Bauer,2002,Souvenir Press Ltd
10159,73247,0439401798,8,"Goldie's Fortune: A Story of the Great Depression (Doll Hospital, Book 2)",Joan Holub,2002,Scholastic Paperbacks
10160,190185,0965183505,8,Thursday's Child,Steven Emerson Swerdfeger,1996,Cloudbank Creations
10161,33145,2845880669,8,Virus de vie,Jean-Luc Romero,2002,Florent Massot
10162,33145,207071523X,8,La Disparition (French Language Edition),Georges Perec,1990,Distribooks Inc
10163,33145,2290303607,8,"L'assassin royal, tome 1 : L'apprenti assassin",Robin Hobb,2001,J'ai lu
10164,33145,2020508923,9,On m'a volÃ?Â© ma vÃ?Â©ritÃ?Â©,Jean-Luc Romero,2001,Seuil
10165,33145,274273807X,7,Le Livre des illusions,Paul Auster,2002,Actes Sud
10166,174793,0671753819,9,The Last Picture Show,Larry McMurtry,1992,Pocket
10167,134135,2253139467,8,Les Combustibles,AmÃ?Â©lie Nothomb,2002,LGF
10168,239584,0375503315,8,Brothel: Mustang Ranch and Its Women,Alexa Albert,2001,Random House
10169,239584,1400060222,7,Getting Mother's Body : A Novel,SUZAN-LORI PARKS,2003,Random House
10170,239584,0312421974,9,This Side of Brightness: A Novel,Colum McCann,2003,St Martins Pr Special
10171,239584,1582432058,5,The Moth Diaries: A Novel,Rachel Klein,2002,Counterpoint Press
10172,239584,1573222038,10,Fingersmith,Sarah Waters,2002,Riverhead Hardcover
10173,239584,0449005615,10,Seabiscuit: An American Legend,LAURA HILLENBRAND,2002,Ballantine Books
10174,239584,0374121230,7,Child of My Heart,Alice McDermott,2002,Farrar Straus &amp; Giroux
10175,239584,0345361792,10,A Prayer for Owen Meany,John Irving,1990,Ballantine Books
10176,239584,0316678104,9,Fortune's Rocks : A Novel,Anita Shreve,2001,Back Bay Books
10177,239584,006440188X,10,The Secret Garden,Frances Hodgson Burnett,1998,HarperTrophy
10178,239584,0385509456,10,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003,Doubleday
10179,239584,0375501851,7,White Teeth,Zadie Smith,2000,Random House
10180,239584,0380731479,8,The Kiss,Kathryn Harrison,1998,William Morrow
10181,239584,0385729332,9,The Sisterhood of the Traveling Pants,Ann Brashares,2001,Delacorte Press
10182,239584,0439404371,8,The Thief Lord,Cornelia Funke,2002,Scholastic
10183,239584,0066209773,10,"The Master Butchers Singing Club : A Novel (Erdrich, Louise)",Louise Erdrich,2003,HarperCollins
10184,11231,0451193288,8,Reckless Endangerment,Robert K. Tanenbaum,1999,Signet Book
10185,241548,0931580811,9,The Portable Do It!: 172 Essential Excerpts Plus 190 Quotations from the #1 New York Times Bestseller : Do It! Let's Get Off Out Buts,John-Roger Mc-Williams,1993,Associated Pub Group
10186,241548,0152781617,9,Spring Is a New Beginning,Joan Walsh Anglund,1963,Harcourt
10187,241548,0449901572,8,Loving Each Other: The Challenge of Human Relationships,Leo F. Buscaglia,1990,Ballantine Books
10188,241548,0385315309,9,Five Days in Paris,DANIELLE STEEL,1995,Delacorte Press
10189,241548,0684824892,7,Wait Till Next Year : A MEMOIR,Doris Kearns Goodwin,1997,Simon &amp; Schuster
10190,241548,0061099694,8,Hill Towns,Anne Rivers Siddons,1994,HarperTorch
10191,209464,0385327935,10,Shattered Mirror,Amelia Atwater-Rhodes,2001,Delacorte Press
10192,209464,2890211703,7,"Au Pays Des Toucans Marrants (Roman Jeunesse, 34)",Marie Decary,1992,Firefly Books Ltd
10193,66619,1902852192,6,"The Gay Times Book of Short Stories: New Century, New Writing",P. P. Hartnett,2001,Gay Times Books
10194,232945,0440222826,7,The Mercy Rule,John T. Lescroart,1999,Island
10195,232945,1566190274,8,War and Peace,Leo Tolstoy,1993,Barnes Noble Books
10196,232945,0440214041,9,The Pelican Brief,John Grisham,1993,Dell
10197,232945,0440234743,9,The Testament,John Grisham,1999,Dell
10198,232945,0345370775,8,Jurassic Park,Michael Crichton,1999,Ballantine Books
10199,232945,0425122123,9,Clear and Present Danger (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group
10200,232945,0394740181,5,American Indian Myths and Legends (Pantheon Fairy Tale and Folklore Library),RICHARD ERDOES,1985,Pantheon
10201,232945,0671741039,9,Swan Song,Robert McCammon,1987,Pocket
10202,232945,0061096113,8,Mistaken Identity,Lisa Scottoline,2000,HarperTorch
10203,232945,0553579983,8,And Then You Die,Iris Johansen,1998,Bantam
10204,232945,0515126489,7,Critical Mass,Steven Paul Martini,1999,Jove Books
10205,232945,0446611212,8,Violets Are Blue,James Patterson,2002,Warner Vision
10206,232945,0440221471,8,The Runaway Jury,JOHN GRISHAM,1997,Dell
10207,232945,0875421180,9,Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,1988,Llewellyn Publications
10208,232945,0553289411,9,The Plains of Passage (Earth's Children (Paperback)),JEAN M. AUEL,1991,Bantam
10209,232945,0061013315,7,The Eleventh Commandment,Jeffrey Archer,1999,HarperTorch
10210,142479,068481451X,7,The Best American Poetry 1996 (Paper),Adrienne Rich,1996,Scribner
10211,142479,038072202X,7,Beyond Our Selves,Catherine Marshall,1994,Quill
10212,142479,0688177859,9,"Ahab's Wife: Or, The Star-Gazer: A Novel",Sena Jeter Naslund,2000,Perennial
10213,142479,0140186522,8,Heart of Darkness: With the Congo Diary (Penguin Twentieth-Century Classics),Joseph Conrad,1995,Penguin Books
10214,139827,0440224187,7,Shakespeare's Landlord (Lily Bard Mysteries),Charlaine Harris,1997,Dell Publishing Company
10215,136025,0553089218,8,The Web,Jonathan Kellerman,1996,Bantam Dell Pub Group
10216,144668,0425163091,8,Chocolate Jesus,Stephan Jaramillo,1998,Berkley Publishing Group
10217,35857,0312140819,5,The Age of Consent,Geoffrey Wolff,1996,Picador USA
10218,35857,0894803204,10,The Book of Questions,Gregory Stock,1987,Workman Publishing
10219,35857,0767905318,6,"A Girl Named Zippy: Growing Up Small in Mooreland, Indiana",HAVEN KIMMEL,2002,Broadway
10220,35857,0671014218,8,The Mulberry Tree,Jude Deveraux,2002,Atria Books
10221,35857,0316601950,9,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books
10222,35857,0345435028,9,What We Keep,Elizabeth Berg,2002,Ballantine Books
10223,35857,0399501487,9,Lord of the Flies,William Gerald Golding,1959,Perigee Trade
10224,35857,0375703063,5,A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,1997,Vintage Books
10225,35857,0380723085,8,Durable Goods,Elizabeth Berg,1994,Perennial (HarperCollins)
10226,35857,0786867647,8,Lucky Man: A Memoir,Michael J. Fox,2002,Hyperion
10227,35857,1558744150,8,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,Health Communications
10228,35857,0380710722,10,It's Always Something,Gilda Radner,1990,Avon
10229,35857,0385720467,6,Disobedience: A Novel,Jane Hamilton,2001,Anchor Books/Doubleday
10230,35857,0452281032,7,The Mammy,Brendan O'Carroll,1999,Plume Books
10231,35857,0446300152,7,Fit for Life,Harvey Diamond,1987,Warner Books
10232,45033,0517586975,10,Daughter of Persia: A Woman's Journey from Her Father's Harem Through the Islamic Revolution,Sattareh Farman Farmaian,1992,Crown Publishing Group (NY)
10233,91832,0553272500,9,Cheaper by the Dozen,"Frank B., Jr. Gilbreth",1984,Bantam Books
10234,91832,0375500510,10,Black and Blue : A Novel,ANNA QUINDLEN,1998,Random House
